id,status,news,chance_of_playing_this_round,chance_of_playing_next_round
1,a,,,
2,a,,,
3,a,,,
4,a,,,
5,i,Groin injury - Expected back 21 Aug,,0
6,i,Back injury - Unknown return date,,0
7,a,,,
8,a,,,
9,a,,,
10,i,Knee injury - Expected back 21 Aug,,0
11,a,,,
12,a,,,
13,a,,,
14,a,,,
15,a,,,
16,a,,,
17,a,,,
18,a,,,
19,a,,,
20,a,,,
21,a,,,
22,a,,,
23,a,,,
24,a,,,
25,a,,,
26,a,,,
27,a,,,
28,a,,,
29,a,,,
30,a,,,
31,a,,,
32,a,,,
33,a,,,
34,a,,,
35,a,,,
36,a,,,
37,a,,,
38,a,,,
39,a,,,
41,a,,,
42,a,,,
44,a,,,
45,a,,,
46,a,,,
47,d,Knee injury - 75% chance of playing,,75
48,i,Knee injury - Unknown return date,,0
49,a,,,
50,a,,,
51,a,,,
52,a,,,
53,a,,,
54,a,,,
55,a,,,
56,i,Shoulder injury - Expected back 23 Aug,,0
57,a,,,
58,a,,,
59,a,,,
60,a,,,
61,a,,,
62,a,,,
63,a,,,
64,a,,,
65,a,,,
66,a,,,
67,a,,,
68,a,,,
69,a,,,
70,a,,,
71,a,,,
72,a,,,
73,a,,,
74,a,,,
75,a,,,
76,a,,,
77,a,,,
78,a,,,
79,a,,,
80,a,,,
81,a,,,
82,a,,,
83,a,,,
84,a,,,
85,a,,,
86,a,,,
87,a,,,
88,a,,,
89,a,,,
90,a,,,
91,a,,,
92,a,,,
93,a,,,
94,a,,,
95,a,,,
96,a,,,
97,a,,,
98,a,,,
99,d,Knee injury - 75% chance of playing,,75
100,i,Knee injury - Unknown return date,,0
101,d,Wrist injury - 75% chance of playing,,75
102,a,,,
103,a,,,
105,a,,,
106,a,,,
107,a,,,
108,a,,,
109,a,,,
110,a,,,
111,a,,,
113,a,,,
114,a,,,
115,a,,,
116,a,,,
117,a,,,
118,a,,,
119,a,,,
120,a,,,
121,a,,,
122,a,,,
123,a,,,
124,a,,,
125,a,,,
126,a,,,
127,a,,,
128,a,,,
129,a,,,
130,a,,,
131,a,,,
132,a,,,
133,a,,,
134,a,,,
135,a,,,
136,a,,,
137,d,Knee injury - 75% chance of playing,,75
138,a,,,
139,i,Ankle injury - Expected back 10 Oct,,0
328,a,,,
504,a,,,
40,a,,,
140,a,,,
141,a,,,
142,a,,,
143,a,,,
144,a,,,
145,s,Suspended until 6 Sep,,0
146,a,,,
147,a,,,
148,a,,,
149,a,,,
150,a,,,
151,a,,,
152,a,,,
153,a,,,
154,a,,,
155,a,,,
156,a,,,
157,a,,,
158,a,,,
159,a,,,
160,a,,,
161,a,,,
163,a,,,
164,a,,,
165,a,,,
166,a,,,
167,a,,,
168,a,,,
169,a,,,
170,a,,,
104,a,,,
171,a,,,
172,a,,,
173,a,,,
174,a,,,
175,a,,,
176,a,,,
177,a,,,
178,a,,,
179,a,,,
180,a,,,
181,a,,,
182,a,,,
183,d,Shoulder injury - 75% chance of playing,,75
184,a,,,
185,a,,,
186,a,,,
187,a,,,
188,a,,,
189,a,,,
190,a,,,
191,a,,,
192,a,,,
193,a,,,
194,a,,,
195,a,,,
196,a,,,
197,a,,,
198,a,,,
199,a,,,
200,a,,,
201,a,,,
202,a,,,
203,a,,,
204,a,,,
205,a,,,
206,a,,,
207,a,,,
208,a,,,
209,a,,,
210,d,Ankle injury - 75% chance of playing,,75
211,a,,,
212,a,,,
213,a,,,
214,a,,,
215,a,,,
216,a,,,
217,a,,,
218,a,,,
219,a,,,
220,a,,,
221,a,,,
222,a,,,
223,a,,,
224,a,,,
225,u,has returned to Getafe CF,,0
555,a,,,
226,a,,,
227,a,,,
228,a,,,
229,a,,,
230,a,,,
231,a,,,
232,a,,,
233,a,,,
234,a,,,
235,a,,,
236,a,,,
237,a,,,
239,a,,,
240,a,,,
241,a,,,
242,a,,,
243,a,,,
244,a,,,
245,a,,,
246,a,,,
247,a,,,
248,a,,,
249,a,,,
250,a,,,
251,a,,,
252,a,,,
253,s,Suspended until 29 Aug,,0
254,a,,,
255,a,,,
256,a,,,
257,a,,,
258,a,,,
261,a,,,
262,a,,,
263,a,,,
264,a,,,
265,a,,,
266,a,,,
267,a,,,
268,a,,,
269,a,,,
270,a,,,
271,a,,,
272,a,,,
273,a,,,
274,a,,,
275,a,,,
276,a,,,
277,a,,,
278,a,,,
279,a,,,
280,a,,,
281,a,,,
282,a,,,
283,a,,,
284,a,,,
285,a,,,
286,a,,,
287,a,,,
288,a,,,
289,a,,,
290,a,,,
291,i,Knee injury - Unknown return date,,0
292,a,,,
293,a,,,
294,a,,,
295,a,,,
296,a,,,
297,a,,,
298,a,,,
299,a,,,
259,a,,,
300,a,,,
301,a,,,
302,a,,,
303,a,,,
304,a,,,
305,a,,,
306,a,,,
307,a,,,
308,a,,,
309,a,,,
310,a,,,
311,a,,,
312,a,,,
313,a,,,
314,a,,,
315,a,,,
316,a,,,
317,a,,,
318,a,,,
319,a,,,
320,a,,,
321,a,,,
322,a,,,
323,a,,,
324,a,,,
554,a,,,
260,a,,,
326,a,,,
327,a,,,
329,a,,,
330,a,,,
331,a,,,
332,a,,,
333,a,,,
334,a,,,
335,a,,,
336,a,,,
337,a,,,
338,a,,,
339,a,,,
340,a,,,
341,a,,,
342,a,,,
343,a,,,
344,a,,,
345,a,,,
346,a,,,
347,a,,,
348,a,,,
349,a,,,
350,a,,,
351,a,,,
352,a,,,
353,a,,,
354,a,,,
355,a,,,
356,a,,,
357,a,,,
358,a,,,
359,a,,,
360,i,Knee injury - Expected back 31 Dec,,0
361,a,,,
362,d,Shoulder injury - 75% chance of playing,,75
363,i,Knee injury - Unknown return date,,0
364,a,,,
365,a,,,
366,a,,,
367,a,,,
368,a,,,
369,a,,,
370,a,,,
371,a,,,
372,a,,,
373,a,,,
374,d,Ankle injury - 75% chance of playing,,75
375,a,,,
376,i,Hamstring injury - Expected back 23 Aug,,0
377,a,,,
378,a,,,
379,a,,,
380,i,Achilles injury - Expected back 31 Dec,,0
381,a,,,
382,d,Hamstring injury - 75% chance of playing,,75
383,a,,,
238,a,,,
384,a,,,
385,a,,,
386,a,,,
387,a,,,
388,a,,,
389,a,,,
390,a,,,
391,a,,,
392,a,,,
393,a,,,
394,a,,,
395,a,,,
396,a,,,
397,a,,,
398,a,,,
399,a,,,
400,a,,,
401,a,,,
402,i,Back injury - Unknown return date,,0
403,a,,,
404,a,,,
405,a,,,
406,a,,,
407,a,,,
408,a,,,
409,a,,,
410,a,,,
411,a,,,
481,a,,,
43,d,Hamstring injury - 75% chance of playing,,75
162,a,,,
325,d,Unspecified injury - 75% chance of playing,,75
412,a,,,
413,a,,,
414,a,,,
415,a,,,
416,i,Back injury - Unknown return date,,0
417,a,,,
418,a,,,
419,a,,,
420,a,,,
421,a,,,
422,a,,,
423,a,,,
424,a,,,
425,a,,,
426,a,,,
427,a,,,
428,a,,,
429,a,,,
430,a,,,
431,a,,,
432,a,,,
433,i,Knee injury - Unknown return date,,0
434,a,,,
435,a,,,
436,a,,,
437,a,,,
438,a,,,
439,d,Shin injury - 75% chance of playing,,75
440,a,,,
441,a,,,
442,a,,,
443,a,,,
444,a,,,
445,a,,,
446,d,Ankle injury - 75% chance of playing,,75
447,a,,,
448,a,,,
449,a,,,
450,d,Calf injury - 75% chance of playing,,75
451,a,,,
452,a,,,
453,a,,,
454,a,,,
456,a,,,
457,a,,,
458,d,Thigh injury - 75% chance of playing,,75
459,i,Calf injury - Expected back 30 Aug,,0
460,a,,,
461,a,,,
462,a,,,
463,a,,,
464,a,,,
465,a,,,
466,a,,,
467,a,,,
468,a,,,
469,a,,,
470,a,,,
471,a,,,
472,d,Muscle injury - 75% chance of playing,,75
473,a,,,
474,a,,,
475,i,Knee injury - Unknown return date,,0
476,a,,,
477,a,,,
478,a,,,
479,a,,,
480,a,,,
482,d,Thigh injury - 75% chance of playing,,75
483,a,,,
484,a,,,
485,a,,,
486,a,,,
487,a,,,
488,a,,,
489,a,,,
490,a,,,
491,a,,,
492,a,,,
493,a,,,
112,a,,,
455,a,,,
494,a,,,
