id,selected_by_percent,selected_rank,selected_rank_type
165,65.4,2,2
166,0.3,288,51
167,0.4,266,46
168,0.5,258,44
169,0.4,283,49
170,0.2,379,56
200,9.3,46,16
560,0.1,455,50
561,0.0,547,189
568,0.1,386,149
578,0.0,487,200
583,0.2,342,129
104,0.2,377,144
110,1.2,182,27
171,1.6,152,21
172,0.5,255,35
173,8.0,53,21
174,0.7,225,85
175,13.4,30,10
176,0.9,211,78
177,0.1,465,163
178,0.1,430,151
179,0.0,499,173
180,0.2,361,137
181,0.0,502,174
182,0.9,208,76
183,0.1,388,150
184,0.2,352,128
185,0.1,417,163
186,0.1,399,157
187,0.0,563,235
188,0.2,367,136
189,0.3,296,99
190,0.2,383,146
191,0.2,364,134
192,0.7,230,76
193,0.2,373,55
194,0.8,215,36
195,1.0,200,32
196,0.0,567,71
197,0.0,497,66
492,0.8,214,35
575,0.3,318,110
584,0.2,384,147
599,0.1,426,62
42,0.0,490,203
198,1.9,130,19
199,0.1,404,44
201,9.1,47,17
202,0.8,220,83
203,0.3,289,107
204,6.0,62,24
205,0.0,523,180
206,0.1,469,165
207,0.1,442,155
208,3.6,89,29
210,0.9,204,69
211,0.2,344,124
212,11.4,35,12
213,0.1,408,160
214,0.3,306,104
215,0.0,577,245
216,0.0,498,208
217,0.0,526,218
218,0.1,459,187
219,0.0,593,255
220,0.0,604,202
221,0.1,433,172
222,0.6,248,41
223,5.5,64,11
224,0.5,254,43
225,0.0,610,73
241,0.2,362,133
555,1.8,132,20
577,0.4,278,104
588,0.1,418,149
595,0.0,569,239
21,0.1,424,167
209,0.2,372,141
226,8.5,49,6
227,0.0,514,56
228,0.0,500,53
229,8.9,48,18
230,1.8,133,55
231,1.5,158,66
232,0.5,259,97
233,1.6,153,65
234,0.0,517,178
235,0.2,355,134
236,4.2,79,26
237,16.1,25,8
239,0.1,396,155
240,0.0,575,244
242,0.3,302,102
243,0.1,425,168
244,0.2,376,143
245,0.0,508,214
246,0.1,472,192
247,0.3,308,106
248,2.6,113,16
249,1.9,126,19
250,3.1,105,17
251,1.2,177,26
252,0.2,378,40
253,0.0,492,171
254,1.7,143,60
255,0.0,534,182
256,0.3,305,114
257,0.8,217,81
258,0.4,284,106
261,1.0,198,66
262,0.4,271,88
263,0.1,473,193
264,0.3,293,98
265,0.4,269,86
266,0.0,596,258
268,0.3,290,96
269,0.4,267,101
270,1.5,159,45
271,0.6,243,38
272,7.2,55,9
569,2.6,112,15
570,0.2,338,121
580,0.1,429,169
610,0.0,562,194
273,1.6,156,23
274,0.1,420,46
275,0.0,585,67
276,0.0,518,58
277,1.9,131,54
278,0.1,407,144
279,1.5,163,68
280,0.7,235,89
281,0.1,463,162
282,0.9,207,75
283,0.0,576,195
284,0.1,436,153
285,0.1,395,140
286,0.6,246,81
287,0.1,457,186
288,0.4,274,89
289,0.7,227,74
290,3.5,96,32
291,0.0,591,253
292,0.0,555,229
293,0.0,595,257
294,0.1,416,162
295,1.8,137,20
296,0.0,503,210
297,0.0,533,221
298,0.4,280,48
299,0.1,474,64
340,0.0,574,243
556,2.4,119,48
563,0.0,541,224
572,1.6,157,24
574,0.1,437,174
576,0.1,431,170
585,0.7,231,87
586,1.9,127,52
589,0.0,527,219
259,17.7,20,7
267,0.1,400,158
300,0.5,251,34
301,4.6,72,9
302,0.5,265,36
303,0.7,234,88
304,3.5,98,40
305,5.1,68,28
306,1.5,161,67
307,0.1,411,145
308,0.6,236,90
309,0.1,392,153
310,0.0,600,261
311,0.0,594,256
312,0.0,494,206
313,0.3,300,101
314,0.0,560,233
315,0.2,326,114
316,1.1,187,28
317,0.2,343,54
318,0.2,375,142
319,0.0,590,252
320,0.5,250,42
321,2.3,121,18
322,0.1,387,58
323,1.4,165,49
324,0.1,479,195
554,0.0,511,54
562,0.4,270,87
564,0.7,233,32
571,0.1,391,152
591,0.4,281,92
592,1.1,193,73
602,0.0,543,225
260,6.0,60,20
326,0.6,241,33
327,0.6,237,91
329,3.6,90,36
330,0.6,249,93
331,0.0,485,170
332,0.8,213,79
333,0.0,599,200
334,3.4,99,41
335,1.4,164,48
336,0.5,262,84
337,0.9,202,68
338,1.4,167,51
339,0.1,394,154
341,0.0,551,227
342,0.0,609,268
343,0.1,406,159
344,0.0,598,260
345,0.2,325,113
346,29.9,8,3
347,0.6,245,40
348,0.1,389,59
349,0.1,471,63
385,3.5,97,14
598,0.0,537,184
603,0.1,460,161
604,0.0,483,197
350,3.7,87,13
351,0.2,380,41
352,1.1,190,28
353,0.0,531,62
354,0.0,571,66
355,0.1,393,42
356,19.6,17,5
357,3.5,95,39
358,3.7,88,35
359,0.0,557,193
360,0.0,581,198
361,0.1,403,143
362,2.4,120,49
363,0.0,496,172
364,0.1,448,158
365,0.2,334,127
366,12.2,32,10
367,4.8,71,23
368,42.6,4,2
369,1.1,184,61
370,0.1,398,156
371,2.0,125,38
372,1.7,145,42
373,0.0,493,205
374,0.1,464,188
375,0.0,506,212
376,0.0,607,266
377,0.6,242,80
378,0.3,311,107
379,16.8,24,5
380,0.2,381,57
381,0.0,549,226
382,0.0,515,67
383,0.1,451,181
579,2.7,108,43
238,0.2,339,122
384,8.3,50,7
386,0.0,530,61
387,21.2,15,3
388,18.3,19,6
389,1.6,148,63
390,1.8,135,56
391,12.4,31,11
392,0.9,210,77
393,1.8,136,57
394,0.0,588,199
395,0.2,323,123
396,0.0,542,187
397,25.3,11,5
398,4.3,76,25
399,9.5,43,17
400,1.6,154,44
401,1.0,197,31
402,0.0,553,228
403,0.3,307,105
404,0.1,444,177
405,0.1,385,148
406,0.1,439,176
407,0.0,556,230
408,0.0,587,250
409,0.2,358,130
410,0.0,559,232
411,68.6,1,1
481,6.9,56,19
587,0.0,544,63
43,2.5,116,36
162,1.0,196,65
325,0.0,512,55
412,16.0,26,5
413,0.0,545,64
414,0.1,428,48
415,1.2,178,58
416,0.0,536,183
417,2.6,111,45
418,17.6,22,8
419,1.4,169,69
420,0.7,224,84
421,0.4,272,102
422,0.7,228,86
423,20.4,16,4
424,0.2,348,131
425,0.0,540,186
426,49.9,3,1
427,37.1,7,3
428,9.8,41,16
429,1.7,142,41
430,0.0,524,217
431,1.3,174,55
432,1.0,199,67
433,0.0,601,262
434,0.0,578,246
435,0.0,486,199
436,0.0,558,231
437,0.2,360,132
438,0.3,285,94
439,1.6,149,24
440,0.6,244,39
441,1.1,185,27
442,1.3,170,25
443,0.0,516,57
444,0.0,528,60
445,1.7,141,59
446,0.3,312,116
447,0.5,256,95
448,2.1,122,50
449,3.9,83,32
450,0.0,505,175
451,0.1,413,147
453,1.1,189,62
454,1.4,166,50
456,0.4,277,91
457,0.2,368,137
458,0.0,522,216
459,0.1,468,190
460,0.2,369,138
461,0.2,324,112
462,0.1,415,161
463,1.7,146,23
464,2.4,117,17
465,1.2,183,26
466,0.8,219,37
559,0.1,390,151
567,0.7,222,31
593,0.3,299,112
609,0.1,458,160
467,1.6,155,22
468,0.1,461,51
469,9.6,42,15
470,0.0,481,169
471,1.9,128,53
472,1.7,144,61
473,3.6,92,37
474,0.2,331,126
475,0.0,603,201
476,0.2,320,121
477,0.3,315,118
478,0.0,513,177
479,0.2,353,133
480,10.4,37,14
482,0.3,317,109
483,0.4,268,85
484,0.2,365,135
485,0.0,564,236
486,0.0,484,198
487,0.1,438,175
488,1.0,195,64
489,1.6,151,43
490,1.7,140,22
491,4.1,81,12
493,0.1,478,65
558,0.1,419,164
581,0.8,218,82
590,0.1,462,52
112,10.2,40,14
455,4.0,82,27
494,0.3,303,37
495,0.9,205,29
496,23.4,13,2
497,19.0,18,4
498,8.0,52,20
499,14.2,27,9
500,0.2,357,136
501,0.2,356,135
502,3.9,84,33
503,4.5,74,30
505,0.6,239,92
506,0.5,253,94
507,0.0,539,185
508,1.1,188,72
509,0.1,477,167
510,0.1,443,156
511,0.3,297,111
512,0.1,446,178
513,0.0,565,237
514,0.5,252,83
515,1.3,172,53
516,0.2,347,126
517,0.0,608,267
518,0.2,349,127
519,0.3,298,100
520,0.2,335,118
521,0.0,582,247
522,0.2,328,115
523,0.2,359,131
524,0.9,209,70
525,1.8,134,40
526,1.4,168,25
527,3.1,104,13
528,1.7,138,21
601,0.0,495,207
529,4.2,78,11
530,0.2,366,39
531,0.1,427,47
532,5.4,67,27
533,2.7,107,42
534,6.7,58,22
535,0.5,261,99
536,0.5,260,98
537,0.0,580,197
538,0.1,475,166
539,3.6,93,38
540,0.2,327,124
541,0.3,294,109
542,9.5,44,18
543,0.1,452,182
544,4.5,73,24
545,0.3,286,95
546,0.1,449,180
547,0.0,589,251
548,0.1,456,185
549,0.2,329,116
550,0.0,592,254
551,0.1,423,166
552,13.5,29,6
553,0.9,201,33
