first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
James,Justin,0,0,26,450,3,56.1,103.6,41.0,4,91,20.0,2,0,0,1.5,45,DEF,5.8
Sebastiaan,Bornauw,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Tarik,Muharemović,0,1,27,450,3,13.6,147.4,41.0,0,101,20.2,2,0,0,4.3,50,DEF,5.4
Anton,Stach,1,0,27,447,2,93.3,116.4,55.0,3,86,26.5,3,0,0,2.5,60,MID,4.5
Noah,Okafor,1,0,18,299,1,41.4,67.0,40.0,1,82,14.8,3,0,0,0.4,58,MID,3.1
Brenden,Aaronson,0,0,7,194,3,3.7,11.8,9.0,0,36,2.5,1,0,0,0.5,53,MID,1.3
Ethan,Ampadu,0,1,21,450,3,67.1,88.6,5.0,0,87,16.1,2,0,0,0.9,54,MID,3.9
Sean,Longstaff,0,0,2,10,1,0.2,0.0,0.0,0,7,0.0,0,0,0,0.1,49,MID,0.4
Wilfried,Gnonto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Jack,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Daniel,James,0,0,3,52,1,1.3,1.2,19.0,0,9,1.9,0,0,0,0.1,49,MID,0.6
Ilia,Gruev,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tanaka,Ao,0,2,14,255,1,18.3,50.0,20.0,0,48,8.6,2,0,1,0.3,49,MID,2.9
Dominic,Calvert-Lewin,2,1,22,419,2,29.6,104.0,153.0,4,73,28.2,3,0,3,25.0,60,FWD,3.7
Lukas,Nmecha,0,1,7,64,1,22.4,20.4,15.0,0,28,5.7,0,0,0,0.5,54,FWD,1.3
Joël,Piroe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,FWD,0.0
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
James,Trafford,0,0,28,450,3,0.0,148.6,0.0,5,117,14.9,2,0,0,5.5,50,GK,5.6
Nico,Elvedi,0,0,13,326,3,25.4,83.0,39.0,0,56,14.8,1,0,0,0.1,45,DEF,2.9
Jayden,Lienou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Alfie,Cresswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Michael,Zetterer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,GK,0.0
Melvin,Bard,0,0,1,18,1,10.3,4.4,0.0,0,1,1.5,0,0,0,0.0,45,DEF,0.2
Jean-Mattéo,Bahoya,0,0,1,1,0,0.3,1.0,0.0,0,5,0.1,0,0,0,0.0,50,MID,0.2
Alisson,Becker,0,0,27,450,4,0.0,99.2,0.0,5,96,9.9,3,0,1,3.9,55,GK,4.9
Giorgi,Mamardashvili,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GK,0.0
Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,40,GK,0.0
Armin,Pecsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Vitezslav,Jaros,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Harvey,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Virgil,van Dijk,0,0,25,450,4,22.3,125.0,26.0,0,96,17.4,3,0,1,16.2,65,DEF,3.8
Jeremie,Frimpong,0,0,2,178,4,76.5,39.4,16.0,0,24,13.2,0,0,1,1.8,53,DEF,0.4
Milos,Kerkez,0,0,13,385,4,47.3,75.4,14.0,0,63,13.7,2,0,2,2.2,54,DEF,2.4
Joe,Gomez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF,0.0
Conor,Bradley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Jeremy,Jacquet,0,0,24,415,4,44.5,106.2,4.0,3,112,15.5,3,0,1,3.4,50,DEF,4.8
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kostas,Tsimikas,0,0,2,64,0,2.9,6.4,9.0,0,6,1.8,0,0,0,0.1,49,DEF,0.4
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Florian,Wirtz,0,2,18,402,4,147.3,65.0,101.0,0,92,31.4,3,0,1,5.8,73,MID,2.5
Cody,Gakpo,1,3,32,370,4,148.8,133.4,70.0,5,113,35.2,2,0,0,12.6,72,MID,4.4
Dominik,Szoboszlai,1,0,20,440,4,178.0,108.8,57.0,1,103,34.4,3,0,1,33.2,70,MID,2.9
Rio,Ngumoha,0,0,4,99,2,8.1,4.4,11.0,0,13,2.1,0,0,0,0.5,57,MID,0.7
Federico,Chiesa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53,MID,0.0
Ryan,Gravenberch,0,1,9,190,2,42.7,50.6,6.0,0,51,9.9,0,0,0,1.1,58,MID,1.6
Alexis,Mac Allister,0,0,11,306,2,50.8,58.2,26.0,0,59,13.5,2,0,1,1.3,54,MID,2.0
Curtis,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Endo,Wataru,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
Trey,Nyoni,0,0,3,38,0,2.9,16.2,0.0,0,9,1.9,0,0,0,0.0,49,MID,0.6
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Victor,Munoz,1,1,15,257,2,42.4,56.2,86.0,0,60,18.5,1,0,1,0.9,65,MID,2.3
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
Alexander,Isak,4,0,33,413,4,47.5,146.2,207.0,8,133,40.0,3,0,1,22.3,91,FWD,3.6
Hugo,Ekitiké,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,74,FWD,0.0
Lewis,Koumas,0,0,3,22,0,0.5,4.2,24.0,0,14,2.9,0,0,0,0.0,50,MID,0.6
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD,0.0
Harvey,Elliott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Ronald,Araujo,0,0,22,284,0,10.5,60.8,6.0,1,81,7.7,3,0,1,3.0,54,DEF,4.1
Bradley,Barcola,0,0,7,168,0,27.4,10.8,31.0,0,22,7.0,2,0,0,1.8,80,MID,0.9
Enzo,Fernández,1,0,13,271,3,72.8,63.8,42.0,0,73,17.8,2,0,1,3.6,69,MID,1.9
Iliman,Ndiaye,0,2,22,385,4,102.6,77.8,80.0,1,110,26.1,2,0,0,6.8,58,MID,3.8
Gianluigi,Donnarumma,0,0,19,450,5,0.0,112.6,0.0,0,84,11.4,2,0,0,7.6,55,GK,3.5
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Nico,O'Reilly,0,0,6,163,2,39.5,17.8,33.0,0,22,9.0,0,0,0,11.1,63,DEF,1.0
Marc,Guéhi,1,1,30,450,5,56.6,146.0,41.0,4,114,24.3,2,0,0,18.3,60,DEF,5.0
Matheus,Nunes,0,0,11,213,3,6.3,60.0,4.0,1,38,7.0,1,0,0,1.0,59,DEF,1.9
Rúben,dos Santos Gato Alves Dias,0,0,17,450,5,47.3,94.2,46.0,0,72,18.7,2,0,0,1.9,55,DEF,3.1
Joško,Gvardiol,1,3,37,434,5,63.5,144.4,32.0,6,135,24.0,2,0,1,26.5,57,DEF,6.5
Rayan,Aït-Nouri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,53,DEF,0.0
Abdukodir,Khusanov,0,0,9,268,2,12.6,51.6,4.0,0,53,6.8,1,0,1,1.4,54,DEF,1.7
Max,Alleyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Rico,Lewis,0,0,1,56,1,3.8,3.8,39.0,0,-1,4.7,0,0,0,0.2,44,DEF,0.2
Vitor,de Oliveira Nunes dos Reis,0,0,1,1,0,0.9,1.2,0.0,0,3,0.2,0,0,0,0.0,45,DEF,0.2
Antoine,Semenyo,2,3,33,450,5,148.1,155.4,130.0,2,147,43.4,2,0,0,15.4,84,MID,3.9
Phil,Foden,0,2,9,217,2,122.3,57.6,45.0,1,52,22.3,0,1,1,1.9,69,MID,1.3
Rayan,Cherki,3,2,34,302,4,199.0,165.8,108.0,5,150,47.3,1,0,1,28.2,78,MID,4.4
Jérémy,Doku,0,0,1,15,0,13.8,3.6,5.0,0,7,2.2,0,0,0,0.7,74,MID,0.1
Rodrigo 'Rodri',Hernandez Cascante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID,0.0
Tijjani,Reijnders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID,0.0
Mateo,Kovačić,0,0,2,42,0,5.2,4.2,0.0,0,12,0.9,0,0,0,0.1,54,MID,0.4
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Divine,Mukasa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Jeremy,Monga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Erling,Haaland,5,0,39,450,5,22.5,184.2,258.0,9,167,46.5,2,0,0,73.6,156,FWD,2.5
Elliot,Anderson,0,0,15,413,5,77.1,87.4,19.0,0,95,18.4,2,0,1,4.0,63,MID,2.4
Gerónimo,Rulli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,GK,0.0
Ayyoub,Bouaddi,0,0,2,22,0,4.8,13.0,0.0,0,8,1.8,0,0,0,0.2,55,MID,0.4
Ryan,McAidoo,0,0,2,11,0,0.5,5.2,3.0,0,8,0.8,0,0,0,0.1,45,MID,0.4
Kaden,Braithwaite,0,0,1,1,0,0.8,0.6,0.0,0,3,0.1,0,0,0,0.2,40,DEF,0.2
Allan,Andrade Elias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID,0.0
Floyd,Samba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Youri,Tielemans,0,0,14,402,8,112.6,87.2,43.0,0,93,24.4,0,0,0,1.5,58,MID,2.4
Carlos,Baleba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
Andrey,Nascimento dos Santos,0,0,4,82,4,5.5,24.8,8.0,0,23,3.9,0,0,0,0.6,48,MID,0.8
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Senne,Lammens,0,0,11,450,8,0.0,132.8,0.0,0,58,13.3,0,0,0,10.0,49,GK,2.2
Altay,Bayındır,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Patrick,Dorgu,0,1,10,171,6,44.1,49.2,72.0,0,27,15.6,0,0,1,0.5,58,MID,1.7
Matthijs,de Ligt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Diogo,Dalot Teixeira,0,0,8,346,4,107.7,43.6,49.0,0,46,20.2,0,0,1,1.6,49,DEF,1.6
Harry,Maguire,0,1,10,450,8,50.1,86.0,50.0,0,50,18.6,0,0,2,8.8,49,DEF,2.0
Lisandro,Martínez,0,0,6,360,6,18.8,66.4,32.0,0,29,11.8,0,0,0,1.3,50,DEF,1.2
Leny,Yoro,0,0,2,22,2,2.4,7.8,2.0,0,-1,1.3,0,0,0,0.5,48,DEF,0.4
Ayden,Heaven,0,0,1,90,2,2.6,6.8,11.0,0,5,2.0,0,0,0,0.3,44,DEF,0.2
Noussair,Mazraoui,0,0,3,97,4,31.2,21.0,11.0,0,6,6.4,0,0,0,0.5,44,DEF,0.7
Luke,Shaw,0,1,9,335,5,91.6,92.6,17.0,0,54,20.1,0,0,1,7.8,43,DEF,2.1
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Tyler,Fredricson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Bruno,Borges Fernandes,3,1,31,450,8,241.7,187.0,117.0,3,148,54.6,0,0,0,38.7,119,MID,2.6
Bryan,Mbeumo,2,1,25,450,8,164.2,120.8,156.0,3,110,44.2,0,0,1,20.8,79,MID,3.2
Matheus,Santos Carneiro da Cunha,1,2,26,407,5,111.5,73.0,114.0,4,95,30.0,1,0,0,5.7,79,MID,3.3
Marcus,Rashford,0,0,10,351,3,163.2,53.4,157.0,0,58,37.3,1,0,0,1.5,70,MID,1.4
Mason,Mount,0,0,1,10,0,1.1,0.6,5.0,0,3,0.7,0,0,0,0.0,54,MID,0.2
Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,57,MID,0.0
Kobbie,Mainoo,0,1,22,354,4,88.8,83.2,21.0,2,102,19.3,0,0,0,1.6,55,MID,4.0
Manuel,Ugarte Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Shea,Lacey,0,0,1,10,0,0.6,0.2,0.0,0,3,0.1,0,0,0,0.1,49,MID,0.2
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Bendito,Mantato,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Tyler,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
Benjamin,Sesko,1,0,8,76,3,11.9,34.6,36.0,0,39,8.2,0,0,0,1.7,70,FWD,1.1
Joshua,Zirkzee,0,0,2,20,0,14.9,7.6,0.0,0,8,2.2,0,0,0,0.4,53,FWD,0.4
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD,0.0
Nico,González Iglesias,0,0,5,164,2,42.0,13.4,2.0,0,23,5.8,1,0,1,0.2,55,MID,0.9
Nick,Pope,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,49,GK,0.0
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ewen,Jaouen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,GK,0.0
Malick,Thiaw,0,0,14,450,9,16.3,106.2,4.0,0,32,12.7,1,0,0,2.2,50,DEF,2.8
Fabian,Schär,0,0,2,25,2,10.5,25.0,0.0,0,0,3.6,0,0,0,0.2,49,DEF,0.4
Sven,Botman,0,0,15,450,9,4.1,136.0,23.0,0,43,16.4,1,0,1,0.7,50,DEF,3.0
Dan,Burn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,48,DEF,0.0
Lewis,Hall,1,1,31,449,9,89.0,175.6,38.0,6,127,30.2,1,0,0,16.7,53,DEF,5.8
Tino,Livramento,0,1,4,33,1,3.8,5.0,4.0,0,12,1.3,0,0,1,0.1,49,DEF,0.8
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Harvey,Barnes,1,3,28,450,9,80.9,105.2,96.0,3,105,28.2,1,0,0,5.4,61,MID,4.6
Anthony,Elanga,2,0,18,232,3,50.6,82.6,61.0,2,71,19.4,1,0,1,4.8,61,MID,3.0
Jacob,Ramsey,1,0,7,69,1,6.3,40.4,21.0,0,26,6.7,0,0,1,0.2,49,MID,1.4
Jacob,Murphy,0,0,3,181,5,26.9,13.0,10.0,0,21,4.9,0,0,3,0.1,59,MID,0.5
Joelinton Cássio,Apolinário de Lira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Lewis,Miley,0,0,12,396,8,57.3,58.4,5.0,0,68,12.0,1,0,1,0.1,55,MID,2.2
Joe,Willock,2,0,22,284,5,41.0,92.2,68.0,3,80,19.4,1,0,0,0.5,50,MID,4.4
Bazoumana,Touré,1,0,8,50,1,5.3,37.6,21.0,0,29,6.4,0,0,0,0.1,58,MID,1.4
Sean,Steur,0,0,8,223,5,52.2,35.4,0.0,0,42,8.8,1,0,0,0.1,49,MID,1.6
Nick,Woltemade,0,1,4,19,0,10.5,18.2,11.0,0,18,4.0,0,0,0,0.5,59,FWD,0.7
Yoane,Wissa,1,1,15,441,8,60.6,66.6,106.0,2,54,23.3,1,0,2,18.7,62,FWD,2.4
William,Osula,0,1,4,55,1,13.7,28.2,8.0,0,18,5.0,0,0,0,0.3,58,FWD,0.7
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,FWD,0.0
Aladji,Bamba,0,0,3,27,1,0.4,11.6,0.0,0,12,1.2,0,0,0,0.1,49,MID,0.6
Lukás,Hornícek,0,0,14,450,9,0.0,155.6,0.0,0,72,15.5,1,0,1,1.5,50,GK,2.8
Amar,Dedic,0,1,13,327,7,40.7,70.0,15.0,2,36,12.6,1,0,0,1.9,45,DEF,2.9
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Matias,Fernandez-Pardo,0,0,4,157,4,12.5,3.4,15.0,0,16,3.1,0,0,0,0.1,60,FWD,0.7
Mason,Miley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Miodrag,Pivas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Vakhtang,Salia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Michael,Mills,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kyran,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Liam,Delap,1,0,9,277,3,68.6,40.0,71.0,0,49,17.9,1,0,2,2.7,56,FWD,1.6
Daniel,Muñoz Mejía,0,0,5,257,4,62.3,39.2,79.0,0,29,18.1,0,0,0,5.8,54,DEF,0.9
Matz,Sels,0,0,14,450,5,0.0,82.0,0.0,0,67,8.2,1,0,0,1.6,50,GK,2.8
John Victor,Maciel Furtado,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Neco,Williams,0,1,19,450,5,123.7,90.4,42.0,1,85,25.6,1,0,0,8.9,50,DEF,3.8
Felipe,Rodrigues da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Nikola,Milenković,0,0,12,270,3,1.4,53.2,16.0,0,34,7.0,1,0,1,1.0,54,DEF,2.2
Murillo,Costa dos Santos,0,1,23,449,5,62.6,124.2,27.0,0,76,21.4,1,0,1,2.1,55,DEF,4.2
Ola,Aina,0,0,8,306,3,53.3,58.2,15.0,0,45,12.7,1,0,2,2.4,44,DEF,1.8
Jair,Paula da Cunha Filho,0,0,11,360,4,14.2,69.6,2.0,0,40,8.6,1,0,2,0.2,45,DEF,2.4
Nicolò,Savona,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Luca,Netz,0,0,3,27,1,17.5,6.0,2.0,0,8,2.6,0,0,0,0.0,44,DEF,0.7
Tyler,Bindon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Morgan,Gibbs-White,1,2,28,450,5,204.7,123.4,78.0,6,116,40.6,1,0,0,15.7,80,MID,3.5
Callum,Hudson-Odoi,0,0,1,1,0,0.3,0.0,0.0,0,2,0.0,0,0,0,0.1,58,MID,0.2
Dan,Ndoye,1,0,15,316,3,63.6,39.0,90.0,2,44,19.0,1,0,1,0.7,55,MID,2.7
Omari,Hutchinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID,0.0
Dilane,Bakwa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
James,McAtee,0,0,12,416,4,174.8,62.4,38.0,0,91,27.6,2,0,2,0.1,55,MID,2.2
Nicolás,Domínguez,0,0,1,1,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.1,49,MID,0.2
Ibrahim,Sangaré,0,0,4,105,1,13.7,21.6,5.0,0,15,4.1,0,0,0,0.4,49,MID,0.8
Ryan,Yates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,MID,0.0
Chris,Wood,0,0,4,62,1,4.8,1.2,3.0,0,13,0.7,0,0,0,0.9,58,FWD,0.7
Igor Jesus,Maciel da Cruz,1,0,12,257,3,40.7,54.8,100.0,2,53,19.6,0,0,1,2.7,58,FWD,2.1
Arnaud,Kalimuendo,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,54,FWD,0.2
Xaver,Schlager,0,0,13,376,5,25.0,68.4,31.0,0,70,12.5,1,0,1,0.1,50,MID,2.6
Ousmane,Diomande,0,0,7,163,2,1.0,32.4,19.0,0,17,5.2,0,0,0,0.5,54,DEF,1.3
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Jan Paul,van Hecke,1,0,24,450,8,74.9,171.8,70.0,2,85,31.6,2,0,1,6.6,49,DEF,4.9
Tosin,Adarabioyo,0,0,1,5,0,0.2,9.0,0.0,0,5,0.9,0,0,0,0.1,44,DEF,0.2
Omar,Marmoush,0,0,8,339,5,55.5,18.0,58.0,0,37,12.9,2,0,0,2.1,70,FWD,1.1
Sávio,Moreira de Oliveira,0,0,8,240,3,130.0,51.4,96.0,0,66,27.8,2,0,0,0.7,65,MID,1.2
Sandro,Tonali,0,0,14,427,8,89.0,63.0,28.0,0,86,18.0,2,0,0,1.9,53,MID,2.6
Guglielmo,Vicario,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,40,GK,0.0
Antonín,Kinský,0,0,18,450,8,10.0,104.8,0.0,0,77,11.5,2,0,0,17.5,45,GK,4.0
Martin,Dubravka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,17.2,40,GK,0.0
Marcos,Senesi Barón,0,0,3,90,3,2.2,36.6,0.0,0,10,3.9,0,0,0,3.6,58,DEF,0.5
Pedro,Porro Sauceda,0,0,9,198,2,47.6,22.6,28.0,1,33,9.8,1,0,0,7.8,54,DEF,1.7
Cristian,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,0.0
Andrew,Robertson,0,1,17,366,7,123.9,89.6,41.0,1,68,25.4,1,0,0,2.6,44,DEF,3.9
Micky,van de Ven,0,0,16,360,5,8.7,75.8,18.0,3,69,10.3,2,0,1,3.8,50,DEF,3.2
Djed,Spence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF,0.0
Destiny,Udogie,0,0,7,86,1,13.5,9.8,4.0,0,21,2.7,1,0,1,0.3,44,DEF,1.6
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,DEF,0.0
Jun'ai,Byfield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
James,Rowswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
João Victor,de Souza Menezes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Mohammed,Kudus,0,1,7,123,3,48.7,37.2,26.0,0,49,11.2,0,0,0,0.1,65,MID,1.1
Xavi,Simons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,MID,0.0
Mathys,Tel,0,0,8,257,4,52.7,21.6,72.0,0,41,14.6,1,0,0,0.2,57,MID,1.4
James,Maddison,0,0,3,59,2,14.5,21.8,19.0,0,18,5.6,0,0,0,0.4,63,MID,0.5
Rodrigo,Bentancur,0,0,15,370,6,39.3,77.4,8.0,0,69,12.6,2,0,0,0.2,55,MID,2.7
Wilson,Odobert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Pape Matar,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
Conor,Gallagher,1,0,9,134,2,12.2,48.6,36.0,0,48,9.6,1,0,1,0.2,53,MID,1.7
Lucas,Bergvall,0,0,3,78,2,10.8,11.0,11.0,0,13,2.9,0,0,0,0.1,53,MID,0.6
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID,0.0
Archie,Gray,0,0,9,307,7,14.6,28.4,27.0,0,51,7.0,1,0,0,0.2,49,MID,1.8
Mikey,Moore,0,0,3,89,4,6.3,14.2,56.0,0,11,7.5,0,0,0,0.1,50,MID,0.6
Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,44,MID,0.0
Mateus,Fernandes,0,0,7,249,4,92.6,24.2,34.0,0,50,14.6,1,0,1,0.8,57,MID,1.2
Dominic,Solanke-Mitchell,0,0,7,170,1,17.5,8.4,37.0,0,21,6.1,1,0,0,0.8,58,FWD,1.2
Richarlison,de Andrade,0,0,2,67,3,2.2,0.0,0.0,0,6,0.2,0,0,0,0.7,59,FWD,0.3
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,45,FWD,0.0
